title,lyric,label
너에게 쓰는 편지 (Feat. 린),My life it's like song /너에게 쓰는 편지 /잘 들어봐 /눈 부신 태양 아래 /내리 쬐는 햇빛 /그 안에 사랑을 숨쉬게 하는 /너와 나 너의 /그 작은 마음 /하나 하나가 내게 /더 없이 큰 사랑의 위로가 /You so beautiful /아름다운 너의 미소 /난 니가 아니면 사랑에 목말라 /난 니가 아니면 기쁨에 목말라 /넌 어떤 누구보다 내겐 남달라 /문득 너를 처음 /만난 날을 기억해 /힘들었던 내 삶이 /지친 내 어깨를 /네게 기댈 수 있게 /이제 행복을 느끼고 /잠시라도 너의 /등 뒤에 쉴 곳을 정해준 /난 너를 처음부터 사랑한거야 /나 또한 너 없인 못 살아 /If you go If you leave /너를 닮아 가고 /나를 닮아 가는 /우린 사랑하고 /If you go If you leave /잠시 너를 떠났던 /나를 잡아준 네게 /더 감사해 /My life it's like song /너에게 쓰는 두번째 편지 /잘들어봐 /내 마음에 사랑은 식지 않아 /시간이 갈수록 /더 뜨겁게 타 올라 /오직 그대가 있기에 /가능한 일이야 /사랑에 빠져 버린 /내 소중한 사람아 /미소를 머금으로 /당신의 그 눈빛 /따사롭게 내 등을 /감싸던 그 손길 /널 사랑하기에 /변하지 않는 진실로 /오늘밤 역시 너에 대한 기대로 /네게 무엇 하나 /줄 수 없던 나인걸 /널 위해 기도할께 /단지 너의 곁에 함께 /숨을 쉬는 것 /널 위해 살아갈께 /그것 뿐인 나의 사랑이 /널 미소 짓게 해 /널 더욱 사랑하게 만든 거였어 /너와 나 우린 영원히 하나 /If you go If you leave /너를 닮아가고 /나를 닮아가는 /우린 사랑하고 /If you go If you leave /잠시 너를 떠났던 /나를 잡아준 네게 /조금 더 난 가까이 /속삭여 줄께 /사랑해 /난 너 하나면 너무 행복해 우 /just can leave it /긴긴 시간에 /서로간에 /너무나 진솔한 믿음이 필요해 /너만을 사랑해 /믿어 볼래 /영원히 너만을 지켜줄께 /긴긴 시간에 /서로간에 /너무나 진솔한 믿음이 필요해 /너만을 사랑해 /믿어 볼래 /영원히 너만을 지켜줄께 /If you go If you leave /이젠 나도 알아 /너만 바라보는 /그런 나를 알아 /If you go If you leave /너의 뒤에 숨어서 /맑은 너의 눈으로 /사랑할께 /,disgust
죽을 만큼 아파서 (Feat. 멜로우),I found the way to/let you leave /I never really had/it coming /I can't be in the /sight of you /I want you to stay /away from my heart /너의 집 앞으로 가고 있어 /빨리 전화 받어 /내가 아파서 죽을 것 같거든 /너 못보면 내가 진짜 /죽을 것 같애 /전화 좀 받아줘 1분만 /내 말좀 들어줘봐 잠깐만 /죽을 것 같애서 /난 숨도 못쉬어 /나좀 살자 제발 한번만 /너의 집 앞에서 네시간째 /찢어지는 내 맘 넌 모른채 /웃고있니 행복하니 /모든 추억과 날 버린채 /아프고 숨이 막히는 침묵 /어느 새 내 눈물을 /가려버린 빗물 /머리에서 발끝까지/소름이 끼칠 듯 /내 피가 솟구치는 기분 /중독된것처럼 /하루종일 온통 고통스런 /But she's gone /바라보는 너의 시선 그리워 /That's why sing /this song /제발 지옥같은 여기서/날 꺼내줘 /이게 꿈이라면 어서 날 깨워줘 /모든것이 다 거짓말이라고 해줘 /내게 말해줘 말해줘 /나 살 수 있게 /I found the way to/let you leave /I never really had/it coming /I can't be in the /sight of you /I want you to stay /away from my heart /Every day and night/난 술에 만취 /마음이 안심하는 것도 잠시 /시간이 약이면 왜 낫질 않지 /이럴 순 없어 이건 사랑의 반칙 /미안해 난 참 욕심이 많아 /수면제도 나를 돕지를 않아 /밤낮이 바껴 니 생각마다 /이리저리 돌아다녀/몸부림 치나봐 /하늘이 내게 내린 벌인가 /아님 그리 쉽게 나를 버릴까 /억지로 누군가를 사랑하며 /또 살아갈까 /별들 사이를 누비고 /내 맘을 노래로 채우고 /Don't leave let me freez /날 좀 도와줘 Help me please /제발 지옥같은 여기서 /날 꺼내줘 /이게 꿈이라면 어서 /날 깨워줘 /모든것이 다 거짓말이라고 해줘 /내게 말해줘 말해줘 /나 살 수 있게 /I found the way to/let you leave /I never really had/it coming /I can't be in the /sight of you /I want you to stay /away from my heart /I don't want you to leave /나를 두고 가지 마 /정말 끝이라고 내게 말하지 마 /단 하루조차도 너 없인/살 수 없어 /I want you back /want you back in to /my life /I found the way to/let you leave /I never really had/it coming /I can't be in the /sight of you /I want you to stay /away from my heart /하늘이 내게 내린 벌인가 /아님 그리 쉽게 나를 버릴까 /억지로 누군가를 사랑하며 /또 살아갈까 /별들 사이를 누비고 /내 맘을 노래로 채우고 /Don't leave let me freez /날 좀 도와줘 Help me please /죽을 때까지 기다릴거야 /니가 아무리 뭐라 그래도 /난 기다릴거야 /내일 다시 올게 /내일 다시 올게 /,disgust
"검정색하트 (Feat. Leellamarz, BE'O)",자꾸 잦아지는 다툼/무뚝뚝해진 말투/사랑한단 말을/보내야 하니까 또 다른/방법을 찾아 나는/안아줄래 내 마음을/평소완 조금 다른/오늘은 검정색의 하트를 보내/내가 소중 하단 말/참 듣기 좋은 말들/그 뒤에 다른 상황/또 내게 주는 아픔들을/모아서 쓰는 가사 듣기 좋니/이 노래는 퍼지지 않기를 바래 길거리에/사소한 감정 표현마저 사람들이 알잖아/I don’t want that/너는 뭘 원해/나를 내버려 둬 실망하기 싫은데/맞춰가는 건/그래 한두번/세번까지도 이해할게 사랑하는 걸/I gotta move on/to 다음번/어차피 사랑이 그렇지 똑같은 걸/역시 어려워/나도 참 여전해/서투르기만 한 감정 표현/아주 조금/그저 잠깐이면 돼/반복일 뿐이잖아 우리 이대론/자꾸 잦아지는 다툼/무뚝뚝해진 말투/사랑한단 말을/보내야 하니까 또 다른/방법을 찾아 나는/안아줄래 내 마음을/평소완 조금 다른/오늘은 검정색의 하트를 보내/오늘은 검정색의 하트를 보내/오늘은 검정색의 하트를 보내/오늘은 검정색의 하트를 보내/오늘은 검정색의 하트를 보내/티 내지 마 baby/대체 누군데 쟤넨/뭣도 아닌 고마운 검정 하트에 말싸움해/아 진짜 왜 이래/나는 안돼 이젠/내 맘은 채이고 채였어/지금 say that/Love 그딴 게 뭔데/자꾸 넌 내게 하라잖아 선택/예상했어 이따위 뻔한 전개/낌새가 보였거든 알아 넌 매일/그래도 넌 왜 끝까지 뻔해/약속 한마디도 없네/그래 나 서운해라고/말하기조차 무서워하며 이제 난/Black heart/Black heart/너는 like/Black hole/Black hole/같이 날/빨아들이지만/사라지게 하니까/혼자인 어두운 밤을/당연시하게 만들잖아/넌/Black heart/Black heart/너는 like/Black hole/Black hole/같이 날/빨아들이지만/사라지게 하니까/혼자인 어두운 밤을/당연시하게 만들잖아/자꾸 잦아지는 다툼/무뚝뚝해진 말투/사랑한단 말을/보내야 하니까 또 다른/방법을 찾아 나는/안아줄래 내 마음을/평소완 조금 다른/오늘은 검정색의 하트를 보내/오늘은 검정색의 하트를 보내/오늘은 검정색의 하트를 보내/오늘은 검정색의 하트를 보내/오늘은 검정색의 하트를 보내/,disgust
LAW (Prod. Czaer),look at my lips/look at my hips/look at me slaying/this whole world/look at me kissin/look at me kickin/이건 바로 사랑과전쟁/look at my lips/look at my hips/look at me slaying/this whole world/look at me kissin/look at me kickin/우린 바로 전사 hear me roar/맘을 열어라/고개를 들어라/몸을 데워라/가서 조져라/imma break it down/like only i can do/bishes talk sht/but they never come thru/when i come thru/best believe it’s over/wanna be around me/but they get the cold shoulder/don’t make me say it/cuz i already told ya/i’m the baddest chick/i done already showed ya/On my way to the top/mad cuz you not/my song in the number 1 spot/who’s hot/니가 뭘 알어/니가 뭐를 알어/내가 움직이기 시작하면/전부 입 닫어/다시 벌어지게 될거니까/니 눈 코입 어깨 발 무릎 발/look at my lips/look at my hips/look at me slaying/this whole world/look at me kissin/look at me kickin/이건 바로 사랑과전쟁/look at my lips/look at my hips/look at me slaying/this whole world/look at me kissin/look at me kickin/이건 바로 사랑과전쟁/맘을 열어라/고개를 들어라/몸을 데워라/가서 조져라/나 운율의 시라소니 마누라/관자놀이 를 밝히는 아우라/허리 밑에 손들은 잿가루가 될 테니/위로 들어 흔들어 다 나와 놀아/다같이 나눠 가져 지금의 짜릿함/모두가 하나되는 아릿다움 ( ) 담/자 이제부터 미래가 시작된 다음/펼쳐져 갇혀 있던 너의 속마음/니가 뭘 알어/니가 뭐를 알어/내가 움직이기 시작하면/전부 입닫어/다시 벌어지게 될거니까/니 눈 코입 어깨 발 무릎 발/look at my lips/look at my hips/look at me slaying/this whole world/look at me kissin/look at me kickin/이건 바로 사랑과전쟁/look at my lips/look at my hips/look at me slaying/this whole world/look at me kissin/look at me kickin/우린 바로 전사 hear me roar/i dropin it i killin it/모르면 외워/gotta get crazy/gotta get hazy/drum and bass를 채워/생각따위 집어쳐/니 몸이 가는대로 move it/내 step by step/세상을 움직이는 매직/break it down like/on your mark/get ready/go/look at my lips/look at my hips/look at me slaying/this whole world/look at me kissin/look at me kickin/이건 바로 사랑과전쟁/look at my lips/look at my hips/look at me slaying/this whole world/look at me kissin/look at me kickin/우린 바로 전사 hear me roar/맘을 열어라/고개를 들어라/몸을 데워라/가서 조져라/,disgust
사랑을 했다 (LOVE SCENARIO),사랑을 했다 우리가 만나 /지우지 못할 추억이 됐다 /볼만한 멜로드라마 /괜찮은 결말 /그거면 됐다 널 사랑했다 /우리가 만든 LOVE SCENARIO /이젠 조명이 꺼지고 /마지막 페이지를 넘기면 /조용히 막을 내리죠 /에이 괜찮지만은 않아 /이별을 마주한다는 건 /오늘이었던 우리의 어제에 /더는 내일이 없다는 건 /아프긴 해도 더 끌었음 /상처가 덧나니까 Ye /널 사랑했고 사랑 받았으니 /난 이걸로 됐어 /나 살아가면서 가끔씩 떠오를 기억 /그 안에 네가 있다면 그거면 충분해 /사랑을 했다 우리가 만나 /지우지 못할 추억이 됐다 /볼만한 멜로드라마 /괜찮은 결말 /그거면 됐다 널 사랑했다 /우리가 만든 LOVE SCENARIO /이젠 조명이 꺼지고 /마지막 페이지를 넘기면 /조용히 막을 내리죠 /갈비뼈 사이사이가 찌릿찌릿한 느낌 /나 사랑받고 있음을 /알게 해주는 눈빛 /너에게 참 많이도 배웠다 /반쪽을 채웠다 /과거로 두기엔 /너무 소중한 사람이었다 /나 살아가면서 가끔씩 떠오를 기억 /그 안에 네가 있다면 그거면 충분해 /사랑을 했다 우리가 만나 /지우지 못할 추억이 됐다 /볼만한 멜로드라마 /괜찮은 결말 /그거면 됐다 널 사랑했다 /네가 벌써 그립지만 /그리워하지 않으려 해 /한 편의 영화 따스했던 봄으로 /너를 기억할게 /우리가 만든 LOVE SCENARIO /이젠 조명이 꺼지고 /마지막 페이지를 넘기면 /조용히 막을 내리죠 /우린 아파도 해봤고 /우습게 질투도 했어 /미친 듯이 사랑했고/우리 이 정도면 됐어/사랑을 했다/우리가 만나/그거면 됐다/널 사랑했다/,disgust
자니 (Feat. Dynamic Duo),일 끝나서 친구들과 한잔/내일은 노는 토요일이니깐/일 얘기 사는 얘기 재미난 얘기/시간가는 줄 모르는 이 밤/술기운이 올라오니 사내놈들끼린/결국엔 여자 얘기/적적해서 서로의 전화기를 꺼내/번호목록을 뒤져보지/너는 지금 뭐해 자니 밖이야/뜬금없는 문자를 돌려보지 난/어떻게 해볼까란 뜻은 아니야/그냥 심심해서 그래/아니 외로워서 그래/술자리가 끝나가 3차로/이동하기 전인데 문자는/일분 칠분 십분 and 이십분/담배와 애만 태우는 지금/답장 왔어 오빠 나 남친 생겼어/늦었어 좀 일찍 연락하지 그랬어/담에 봐 그냥 담에 낮에 봐/후회할거 알면서 전 여자친구에게/너는 지금 뭐해 자니 밖이야/뜬금없는 문자를 보내보지 난/어떻게 해볼까란 뜻은 아니야/그냥 심심해서 그래/아니 외로워서 그래/아 진짜 술만 들어가면/왜 이렇게 들뜨는지/나도 잘 몰라 난 왜 그녀들을/부르는지 갑자기 허전해/작업을 걸어대지 여기저기 오늘 밤/나 자존심 다 버렸네/전 여친한테 더럽게 달라붙어/봤지만 그녀는 버럭해/너 진짜 철없게 언제까지 이럴래/미안해 갑자기 외로운걸 어떡해/껄떡대 껄떡대 나 여기저기 다/맘껏 들쑤시고 다녀 온 거릴 거릴 다/또 잠들었어 프라이머리가/텐션 떨어진다 동훈아 넌 저리가/이제 해가 나올 시간이 되가니까/눈이 녹듯이 사그라드는 기대감/너무 지치고 피곤해 자고 싶어/이제 나 첫차를 타고 졸며 집에가/창밖에 앉아 밖을 바라보네 /나는 꾸벅꾸벅 조는데/사람들은 하루를 시작해/눈부셔 아침해를 보는게/정신은 맑아지지 않는 기분/아직도 바쁜 내 손가락/아직 손은 바쁘게 움직이지/해장국이나 먹고 갈래 오빠랑/너는 지금 뭐해 자니 밖이야/뜬금없는 문자를 보내보지 난/어떻게 해볼까란 뜻은 아니야/그냥 심심해서 그래/아니 외로워서 그래/가지마 제발 심심해서 그래/,disgust
Trapped (Feat. Chillin Homie),"조금은 더 우리 아파도 괜찮아/이제껏 그랬잖아/처음부터 우리 마음대로 되지 않았어/너가 잘 알잖아/4년 전 베개를 적셔 In my room/내가 언제 죽어도 모를 저 사람들/우리 말곤 아무도 몰라 이 아픔/Trapped inside of my dream/There’s no way out/Trapped inside of my dream/There’s no way out/No way out/나라고 알았겠니 오게 될지 서울/갇혀버린 거지 뭐 가시밭에서/상처는 깊어 손목보단 심장이 더/그래도 돌아갈 수 없네/무작정으로 나갔지/그때 내 나인 18/모든 게 좋아질 것 같았지만/도망가고 싶어져 매일이/더 흐려지네 내일이/더 무거워지네 책임/술병은 쌓여 내 중독과 타협/내게도 내일이 올까 과연/오늘 밤도 A lonely night/다들 말해 넌 좋을 나이/U don’t know bout/my pain & my sorrow/난 될 수 없어 너의 Role model/Trapped inside of my dream/There’s no way out/Trapped inside of my dream/There’s no way out/No way out/I’m tired of all this/I’m sick of this, i hate this city/More money less freinds/배운 거라곤 오직 참고 버티고/I can’t complain ye/Told myself be strong/I miss my day 1 털어야겠지/Let me out/Walk thru this pain/허우적대 이 괴리 사이/Ima trapped ye/I aint pray to god nomo 이건 solo way/Im in race/Ima go all in/Steady grindin aint Tourin/Life lesson 이 시선이/날 멈추지 못하게 해 서울이/ima go married to this game/잴 수 없어 날 저울이/겁 없었던 그때 그놈이/남아있거든 내 거울에/행복해야지 bro we deserve it/we paid the price ye/누가 뭐라든지 don’t give a damn,/just live your life/Bro one for us two for yourself/나머지는 let it go/Wont never broke again/내일은 오니 you gotta stand up/Trapped inside of my dream/There’s no way out/Trapped inside of my dream/There’s no way out/No way out/",disgust
우리서로사랑하지는말자,몇 번의 아쉬운 만남 문자를 할 수 있는/주제들을 조금 남겨놨던 가벼운 만남들/내 가벼운 발자국 너가 따라잡을 때는/나는 기분이 좋지만 조금 무섭기도 해/맨날 뭐 해라고 물어봐도 새로운/너는 따분한 내 생활에 너무 해로워/답은 정해졌지만 결과는 보기 싫어/문제들을 넘겨 그냥 가볍게 /훑어보고 마네/너가 아플 땐 조금 가벼운 걱정 /집에 남아 있던 약을 챙겨줄 정도/그냥 집에 있던 거야 필요하면 써/내 마음은 막 사용하고 버려줘/너가 다른 남자와 있으면 화나지만/그냥 아무렇지 않게 넘길래/기분이 좀 나쁘지만/나쁜 마음이 좀 아프지만/우리 서로 사랑하지는 말자/헤어질 때 힘드니까/그냥 이대로 친구 아닌 친구/그냥 이대로 친구 아닌 친구/우리 지금 서로 너무 애틋하지만/헤어지면 남이니까/그냥 이대로 친구 아닌 친구/그냥 이대로 친구 아닌 친구로/친구 아닌 친구보다 좀 더 깊은 사이/너와 난 돼야 하지 와인보다 /좀 더 짙은 사이/너가 날 떠나면 나는 아무것도 없기에/편한 척을 하면서 친구들과 함께 섞이네/사람들이 우린 언제 사귀냐고 말할 땐/그냥 웃어넘기면서 살짝 너의 반응을 /살피는 난 괜히 민망해서 웃어/아니 그냥 그 말이 웃겨서 웃어/우리 서로 사랑하지는 말자/헤어질 때 힘드니까/그냥 이대로 친구 아닌 친구/그냥 이대로 친구 아닌 친구/우리 지금 서로 너무 애틋하지만/헤어지면 남이니까/그냥 이대로 친구 아닌 친구/그냥 이대로 친구 아닌 친구로/I don’t wanna love you /I don’t wanna love /가끔씩 오래 보고 싶어 /몇 년이 지나도/친구 아닌 친구 서로가 필요할 때/친구 약속 깨고 너에게 달려갈게/I don’t wanna love you/I don’t wanna kiss you/지금 당장은 어려워도 /조금만 더 참고/가끔씩 오래 보자 /가끔씩 오래 보자/몇 년이 지나도 /지금 이 상태로/그대로/,disgust
존재만으로,Miss you/한동안 난 멍하니 지내/시간은 바쁜 듯이 흘러/바람이 매몰차게 스쳐 가네/But I/네 생각으로 힘이 나네/방금 전에 널 본 것처럼/유난히 널 닮은 별 아래/세상이 환하게 보여/넌 나를 빛나게 해/존재만으로/Bless you/너 없이 빈 하루가 가네/듬성하게 빈 공간 속에는/채워지네 너만의 모습으로/But I/네 생각으로 힘이 나네/방금 전에 널 본 것처럼/하늘의 별이 반짝이네/내 마음 아는 것처럼/넌 나를 빛나게 해/존재만으로/다시 혼자인걸 알고 나면/마치 기다리고 있던 덫처럼 problems/I know I know/짐을 덜고 싶지 않은 당신/그럼 난 말을 줄이며/하고 싶은 얘기를 뒤로 미루고/어느새인가 관심이 없어 보이며/그냥 지나가는 행인1 행인2 행인3/침대위로 누워버려 난/뭘 하고 있을까 넌 알고 있을까/변했어 나의 밤 새벽 2:45/전엔 지옥 같더니 이젠 설레는 마음/그 길로 뛰어나간 난/우리동네에서 제일 좋은 전망/그 밑을 내려다보며/저기 어딘가에 있겠지 하며/이 밤 처음으로 웃었지/환한 네 미소처럼/넌 나를 빛나게 해/존재만으로/,disgust
"Snooze (feat. Ryuichi Sakamoto, 김우성 of The Rose)",나를 보며 꿈을 꾸고 있는/당신의 등 뒤엔/항상 내가 있으니 너무 걱정은 말어/추락이 두렵다면 기꺼이 받아줄게/그러니 나처럼 괴로워하지 말어/꿈을 위해서 쪽잠을 자는 그대 쉬어도 돼/오늘만큼은 꿈조차도 꾸지 말어/당신이 말없이 옅은 미소를/내게 띄워줄 때/그제서야 비로소 맘이 조금 놓여/많이 힘들 수도 있어/내가 걸어왔던 이 길이/꽃길 같아 보였겠지만 사방이 적인/가시밭길이었단 걸 알고 시작하길/꽃을 뿌려주는 이를 절대 너는 잊지 말길/웃고 있을 때 우는 이를 절대 잊지 마/그들은 니 미소에 하루를 살아가니까/반복되는 일정 속 내가 지워질 때/벅찬다면 괜찮아 그대 조금 쉬어도 돼/크게 울어줘 세상이 미워질 때/널 반기던 손이 손가락질로 변했을 때/한숨 크게 쉬고 시* *같네 외쳐도 돼/너 또한 누구와 다르지 않은 사람이기에/이 괴롭고 외로운 길을 넌 왜 선택했을까/그 이유를 시간이 지나도 절대 잊지 마/당신들의 꿈들이 꿈들로만 남지 않길/언제 어디서든/나 당신들을 응원할게 (dream)/꽃잎이 지고 떨어질 때/감싸줄게 good night/안개가 개고 흩어질 때/떠나갈게 bye/Blooming dream/나를 보며 꿈을 꾸고 있는/당신의 등 뒤엔/항상 내가 있으니 너무 걱정은 말어/추락이 두렵다면 기꺼이 받아줄게/그러니 나처럼 괴로워하지 말어/꿈을 위해서 쪽잠을 자는 그대 쉬어도 돼/오늘만큼은 꿈조차도 꾸지 말어/당신이 말없이/옅은 미소를 내게 띄워줄 때/그제서야 비로소 맘이 조금 놓여/이곳은 총성 없는 전쟁터야/같은 동료들이 적이야/숫자가 보여주는 잔인하고도 이쁜 선악/남을 죽이지 못하면 내가 죽어야 돼/이 바닥은 링이 아닌데 왜 누굴 죽여야 해?/단순히 좋아했던 일이 조금은 싫어질 때/바램들이 바람에 사무쳐 휩쓸려 갈 때/괜찮아 지나 보면 모든 것이/추억이고 수업이 돼/잊지 마라 세상은 인내심이 그리 길진 않아/남의 논란에 절대 웃지 말길/너 또한 그 순간이 올지 모르니/너의 성공은 목줄이자 족쇄가 될 거고/더더욱 외줄 타는/기분들이 너를 옥죌 거야/그냥 크게 웃어줘 세상이 떠나가듯/그냥 버텨줘 당신이 어디 있든/당신들의 꿈들이 꿈들로만 남지 않길/언제 어디서든/나 당신들을 응원할게 (dream)/꽃잎이 지고 떨어질 때/감싸줄게 good night/안개가 개고 흩어질 때/떠나갈게 bye/Blooming dream/다 괜찮아질 거야/다 괜찮아질 거야/다 괜찮아질 거야/다 괜찮아질 거야/다 괜찮아질 거야/다 괜찮아질 거야/다 괜찮아질 거야/다 괜찮아질 거야/다 괜찮아질 거야/다 괜찮아질 거야/다 괜찮아질 거야/다 괜찮아질 거야/다 괜찮아질 거야/다 괜찮아질 거야/다 괜찮아질 거야/다 괜찮아질 거야/Dream 그대의 창조와/삶의 끝에 함께 하길/Dream 그대의 자리가/어딜지라도 관대하길/Dream 결국 시련의 끝에 만개하길/Dream 시작은/미약할지언정 끝은 창대하리/Dream/마지막 꽃잎 떨어질 때/받아줄게 hold tight/무지개 끝에 닿았을 때/떠나갈게 bye/Blooming dream/나를 보고 꿈을 꾸고 있는/당신의 등 뒤엔/항상 내가 있으니 너무 걱정은 말어/추락이 두렵다면 기꺼이 받아줄게/그러니 나처럼 괴로워하지 말어/꿈을 위해서 쪽잠을 자는 그대 쉬어도 돼/오늘만큼은 꿈조차도 꾸지 말어/당신이 말없이 옅은 미소를/내게 띄워줄 때/그제서야 비로소 맘이 조금 놓여/Dream/,disgust
삐딱하게 (Crooked),영원한 건 절대 없어/결국에 넌 변했지/이유도 없어 진심이 없어/사랑 같은 소리 따윈 집어 쳐/오늘밤은 삐딱하게/내버려둬/어차피 난 혼자였지/아무도 없어 다 의미 없어/사탕 발린 위로 따윈 집어 쳐/오늘밤은 삐딱하게/버럭버럭 소리쳐 나는 현기증/내 심심풀이 화풀이 /상대는 다른 연인들/괜히 시비 걸어 동네 양아치처럼/가끔 난 삐딱하게 /다리를 일부러 절어/이 세상이란 영화속 /주인공은 너와나/갈 곳을 잃고 헤매는 /외로운 저 섬 하나/텅텅 빈 길거리를 /가득 채운 기러기들/내 맘과 달리 날씨는 /참 더럽게도 좋아/너 하나 믿고 마냥 /행복했었던 내가/우습게 남겨졌어/새끼손가락 걸고 /맹세했었던 네가/결국엔/영원한 건 절대 없어/결국에 넌 변했지/이유도 없어 진심이 없어/사랑 같은 소리 따윈 집어 쳐/오늘밤은 삐딱하게/내버려둬/어차피 난 혼자였지/아무도 없어 다 의미 없어/사탕 발린 위로 따윈 집어 쳐/오늘밤은 삐딱하게/짙은 아이라인 긋고 /스프레이 한 통 다 쓰고/가죽바지 가죽자켓 /걸치고 인상 쓰고/아픔을 숨긴 채 앞으로 /더 비뚤어질래/네가 미안해지게 /하늘에다 침을 칵/투박해진 내 말투와 /거칠어진 눈빛이 무서워 너/실은 나 있지 두려워져 /돌아가고픈데 갈 데 없고/사랑하고픈데 상대 없고 /뭘 어쩌라고/돌이 킬 수 없더라고/너 하나 믿고 마냥 /행복했었던 내가/우습게 남겨졌어/새끼손가락 걸고 /맹세했었던 네가/결국엔/영원한 건 절대 없어/결국에 넌 변했지/이유도 없어 진심이 없어/사랑 같은 소리 따윈 집어 쳐/오늘밤은 삐딱하게/내버려둬/어차피 난 혼자였지/아무도 없어 다 의미 없어/사탕 발린 위로 따윈 집어 쳐/오늘밤은 삐딱하게/오늘밤은 나를 위해/아무 말 말아줄래요/혼자인 게 나 이렇게 /힘들 줄 몰랐는데/그대가 보고 싶어/오늘밤만 나를 위해 /친구가 되어줄래요/이 좋은 날 아름다운 /날 네가 그리운 날/오늘밤은 삐딱하게/,disgust
Rose In The Heart,"넌 날 미치게 해/Black rose in my heart/In my heart 넌 어때/남은 것도 전부 태워줄래/그냥 다 잊어버리게/처음엔 새빨갰던/Black rose in my heart/In my heart 넌 어때/남은 것도 전부 태워줄래/그냥 다 잊어버리게/Ooh - ohh -/In my heart, in my heart 넌 어때/Ohh - ohh -/그냥 다 잊어버리게/널 본 순간 난 말했지 Girl/혹시 나만의 꽃이 돼주겠니/영원할 듯이 넌 말했잖아 Baby/바보같이 난 믿었는데 이젠/Roses turned to black/더욱더 힘겨워했지/피가 나도 가신 나를 찔렀고/그래도 손을 놓기는 싫었어/주고받았던 Rose/But now u r gone/그렇게 우린 안녕/Don’t u let me go/Don’t u let me go/넌 날 미치게 해/Black rose in my heart/In my heart 넌 어때/남은 것도 전부 태워줄래/그냥 다 잊어버리게/처음엔 새빨갰던/Black rose in my heart/In my heart 넌 어때/남은 것도 전부 태워줄래/그냥 다 잊어버리게/Ooh - ohh -/Black rose in my heart/Ohh - ohh -/그냥 다 잊어버리게/",disgust
Bad Words (Feat. BE'O),"Everyday i feel it gettin worse/더 이상은 Anymore/싸우고 싶지 않아서 너를 피했어/그래서 그랬어 I’m just singin bad words/Everyday i feel it gettin worse/이제 더는 Anymore/싸우고 싶지 않았어 너와 계속/그래서 그랬어 I’m just singin bad words/Ballantines, pop a pill/자려고 난 폰을 키고 누웠지/여느 때와 너는 다름이 없이/싸우자는 식의 전화를 걸지/Black heart 내가 보낸 거/별 의미 없다 수백 번을 말해도/너한테서 돌아온 Answer’s/다음날 후회할 말들을 넌 뱉어 No/넌 말해 잊어줘/난 이미 지쳤어/Tellin the truth/Tellin the truth/Time to say good bye/내게 안 해도 돼 이젠 Good night/너도 힘들잖아 Babe/이젠 말해야 할 때/Time to say good bye/내게 안 해도 돼 이젠 Good night/너도 힘들잖아 Babe/이젠 말해야 할 때/Every day, every night, every week/You say your my holiday/부담 돼 너와의 Date/Because 어제와 똑같애서/서로를 이해 못해서/아니 하려고 안 해서/백지처럼 가벼운 말들에 난/더 따갑게 베여/K.O, K.O/이미 쓰러졌지만 카운트는 안세요/시간 지날수록/이젠 배려 따위 화보다 안 급해요/이럴 거면 왜요/우리 왜 만나 대체 왜요/이제 네 옆에 못 있어/Fairplay 못해서 미안해/넌 말해 잊어줘/난 이미 지쳤어/Tellin the truth/Tellin the truth/Time to say good bye/내게 안 해도 돼 이젠 Good night/너도 힘들잖아 Babe/이젠 말해야 할 때/Time to say good bye/내게 안 해도 돼 이젠 Good night/너도 힘들잖아 Babe/이젠 말해야 할 때/",disgust
악몽,How r u Im bad/난 못 들어 잠에/창문으로 담배/연기를 내뱉어 밤에/참 우울해 당시엔/어젯밤의 nightmare/또 울며 깰까 해서/오늘 잠은 글렀네/하루 종일 텅 빈 거리에서/누군지도 모르는 그 발을 쫓네/가로등 밑 그림자가/나의 손을 잡을 때쯤 말을 건네/빨간 피가 손에 무슨 일이 있었녜/잘 모르겠어 왜/라 하며 눈물 훔쳐데/날 위로하는 척 지도 눈물 훔쳐/그딴 건 필요 없어/그런 말은 진절머리/나도 모르는/내 아픈 얘길 해 악마 놈이/재밌어/씨발 이게 더 아파 니 아는 척이/덕분에 내 꿈의 반은/아픈 기억을 떠올려/더 춥기 전에/빨리 나가길 바래 악몽을/제발 없애줘 그놈들과 내 아픈 기억/내일 이 악몽을 깰 때쯤에도/난 눈물 흘려/how r u im bad/난 여전히 잠에/못 들겠어 입김 시린/연길 뱉어 방에/참 우울해 봤지/오늘 밤도 nightmare/또 울며 깼지 내일/밤도 잠은 글렀네/,disgust
